Date,WTI,Gas,Gold,Bdiy,new_cases,vaccination,Dollar,Bitcoin,Snp,Open,High,Low,Volume,Energy
2020-10-29,35.94,3.301,1876.85,1297.0,1870439.0,0.0,93.977,13457.2,3310.11,209.69,217.07,204.51,286.98,216.41
2020-10-30,35.64,3.354,1875.8,1283.0,1947942.0,0.0,94.042,13559.9,3269.96,216.41,217.17,211.94,299.64,216.82
2020-11-02,36.6,3.244,1886.75,1284.0,1959668.0,0.0,94.145,13561.4,3310.24,216.82,227.45,215.95,282.45,224.77
2020-11-03,37.44,3.059,1899.85,1263.0,1878245.0,0.0,93.56,14019.9,3369.16,224.77,228.43,221.2,233.85,223.09
2020-11-04,38.97,3.046,1888.55,1224.0,1687060.0,0.0,93.411,14145.6,3443.44,223.09,228.8,217.69,296.81,223.45
2020-11-05,38.56,2.942,1916.8,1194.0,2033852.0,0.0,92.516,15587.1,3510.45,223.45,227.92,223.26,279.36,223.36
2020-11-06,36.97,2.888,1947.95,1196.0,2183666.0,0.0,92.225,15577.9,3509.44,223.36,226.64,217.78,245.07,218.58
2020-11-09,40.05,2.859,1957.45,1207.0,1667481.0,0.0,92.715,15327.2,3550.5,218.58,254.94,218.58,535.12,249.67
2020-11-10,41.18,2.949,1874.9,1200.0,1859482.0,0.0,92.736,15303.6,3545.53,249.67,256.04,247.72,343.25,255.97
2020-11-11,41.23,3.031,1876.2,1141.0,2174435.0,0.0,93.024,15695.8,3572.66,255.97,258.86,251.46,265.5,253.82
2020-11-12,40.9,2.976,1868.0,1124.0,2152565.0,0.0,92.956,16294.7,3537.01,253.82,253.82,243.03,228.75,245.21
2020-11-13,39.93,2.995,1878.2,1115.0,2165597.0,0.0,92.75,16324.2,3585.15,245.21,255.59,245.21,208.86,254.55
2020-11-16,41.14,2.697,1892.6,1111.0,1756872.0,0.0,92.63,16715.8,3626.91,254.55,271.47,254.55,313.8,271.09
2020-11-17,41.24,2.692,1885.4,1112.0,2035636.0,0.0,92.398,17662.3,3609.53,271.09,272.62,262.85,255.52,272.44
2020-11-18,41.64,2.712,1877.2,1115.0,2070690.0,0.0,92.311,17774.6,3567.79,272.44,275.69,264.58,295.4,264.6
2020-11-19,41.57,2.592,1857.4,1134.0,2152186.0,0.0,92.284,17803.5,3581.87,264.6,269.29,260.02,234.03,268.65
2020-11-20,41.99,2.65,1867.0,1148.0,2204077.0,0.0,92.395,18675.2,3557.54,268.65,269.3,265.56,201.06,267.24
2020-11-23,42.91,2.711,1863.8,1169.0,1691998.0,0.0,92.494,18379.6,3577.59,267.24,286.58,267.24,304.83,286.18
2020-11-24,44.71,2.775,1818.1,1178.0,1936328.0,0.0,92.22,19152.6,3635.41,286.18,301.7,286.18,366.35,300.95
2020-11-30,45.2,2.882,1771.95,1227.0,1610245.0,0.0,91.858,19698.1,3621.63,289.99,289.99,273.82,387.77,274.42
2020-12-01,44.54,2.88,1796.2,1211.0,1982686.0,0.0,91.297,18770.7,3662.45,274.42,283.3,274.42,250.28,275.62
2020-12-02,45.23,2.78,1832.95,1201.0,2095096.0,0.0,91.115,19218.8,3669.01,275.62,288.69,273.78,254.7,284.3
2020-12-03,45.65,2.507,1834.8,1189.0,2232568.0,0.0,90.718,19433.3,3666.72,284.3,290.82,282.74,265.42,287.34
2020-12-04,46.23,2.575,1839.3,1197.0,2194156.0,2.0,90.694,18658.1,3699.12,287.34,302.96,287.34,310.19,302.94
2020-12-07,45.72,2.406,1832.8,1162.0,1628214.0,0.0,90.789,19170.7,3691.96,302.94,302.94,293.21,243.13,295.55
2020-12-08,45.64,2.399,1864.5,1121.0,2078839.0,0.0,90.968,18326.6,3702.25,295.55,303.1,292.51,245.4,300.19
2020-12-09,45.48,2.442,1859.8,1122.0,2145490.0,2.0,91.083,18546.0,3672.82,300.19,308.02,297.24,309.17,301.14
2020-12-10,46.76,2.553,1834.2,1161.0,2187697.0,0.0,90.82,18247.2,3668.1,301.14,313.4,300.36,309.32,309.95
2020-12-11,46.59,2.591,1833.65,1211.0,2266154.0,0.0,90.97,18023.6,3663.46,309.95,309.95,302.24,226.59,306.38
2020-12-14,47.02,2.682,1820.25,1235.0,1682929.0,5.0,90.731,19273.8,3647.49,306.38,310.85,294.71,270.67,295.55
2020-12-15,47.58,2.682,1844.3,1273.0,2088927.0,1559168.0,90.409,19434.9,3694.62,295.55,302.74,294.54,228.15,301.23
2020-12-16,47.86,2.677,1861.35,1296.0,2343627.0,6871.0,90.359,21352.2,3701.17,301.23,303.29,297.9,215.14,300.04
2020-12-17,48.34,2.636,1871.95,1301.0,2376892.0,12779.0,89.741,22825.4,3722.48,300.04,302.61,296.93,199.47,298.33
2020-12-18,49.04,2.7,1878.95,1325.0,2309592.0,12076.0,89.953,23127.9,3709.41,298.33,299.61,291.33,393.78,293.33
2020-12-21,47.79,2.705,1869.25,1323.0,1723026.0,272899.0,89.949,22728.5,3694.92,293.33,293.33,279.67,234.85,288.06
2020-12-22,47.02,2.78,1873.3,1330.0,2109764.0,198305.0,90.546,23823.2,3687.26,288.06,288.22,282.8,190.72,283.04
2020-12-23,47.94,2.608,1867.1,1362.0,2226059.0,1081723.0,90.34,23257.9,3690.01,283.04,293.23,283.04,184.67,289.2
2020-12-24,48.18,2.518,1872.55,1366.0,2187991.0,291259.0,90.25,23736.5,3703.06,289.2,289.2,284.95,78.88,287.38
2021-01-04,47.47,2.581,1930.8,1374.0,1754139.0,2284965.0,89.845,32022.6,3700.65,286.14,291.67,283.3,209.08,286.5
2021-01-05,49.78,2.702,1946.55,1418.0,2381894.0,4216543.0,89.409,33991.5,3726.86,286.5,307.14,286.5,321.56,299.49
2021-01-06,50.45,2.716,1957.2,1425.0,2516177.0,3192504.0,89.502,36793.2,3748.14,299.49,311.37,299.49,387.81,308.45
2021-01-07,50.63,2.729,1911.05,1448.0,2899671.0,4028276.0,89.791,39460.2,3803.79,308.45,316.1,308.13,244.0,313.06
2021-01-08,52.14,2.7,1891.3,1606.0,2599001.0,4582145.0,90.068,40599.3,3824.68,313.06,316.9,310.37,222.77,312.78
2021-01-11,52.15,2.747,1847.8,1761.0,1977322.0,7306361.0,90.442,35544.3,3799.61,312.78,319.02,304.6,223.97,317.86
2021-01-12,53.08,2.753,1861.85,1849.0,2244761.0,4251144.0,90.064,34076.1,3801.19,317.86,330.47,317.86,318.76,328.98
2021-01-13,52.81,2.727,1852.4,1856.0,2417627.0,9812434.0,90.334,37382.2,3809.84,328.98,329.45,323.89,224.07,326.33
2021-01-14,53.47,2.666,1840.25,1792.0,2440132.0,7971920.0,90.215,39175.7,3795.54,326.33,339.85,326.33,272.77,336.14
2021-01-15,52.25,2.737,1853.85,1754.0,2459046.0,8736983.0,90.754,36845.8,3768.25,336.14,336.14,319.73,289.72,322.58
2021-01-19,52.87,2.546,1843.1,1766.0,1927715.0,12423072.0,90.476,36002.9,3798.91,322.58,331.39,322.58,243.94,329.3
2021-01-21,53.0,2.491,1867.65,1837.0,2114653.0,9646023.0,90.127,30842.1,3853.07,330.47,330.47,316.2,258.29,319.12
2021-01-22,52.28,2.446,1853.6,1810.0,2126392.0,11445024.0,90.212,33000.5,3841.47,319.12,319.12,309.71,216.57,317.54
2021-01-25,52.78,2.602,1855.6,1765.0,1604898.0,8438356.0,90.373,32252.3,3855.36,317.54,317.54,308.56,229.19,314.17
2021-01-26,52.61,2.656,1853.2,1659.0,1789612.0,8324522.0,90.148,32502.1,3849.62,314.17,321.54,307.47,214.49,307.5
2021-01-27,52.81,2.76,1846.4,1540.0,1958954.0,26195687.0,90.64,30404.0,3750.77,307.5,311.64,298.22,283.15,303.22
2021-01-28,52.26,2.664,1839.65,1470.0,1984514.0,13511801.0,90.427,33374.8,3787.38,303.22,310.51,303.15,231.89,306.92
2021-01-29,52.16,2.564,1852.7,1452.0,1913277.0,13202853.0,90.569,34301.8,3714.24,306.92,306.92,295.34,258.46,296.52
2021-02-01,53.55,2.85,1857.8,1444.0,1447240.0,9333079.0,90.975,33515.7,3773.86,296.52,301.45,293.59,185.73,298.59
2021-02-02,54.77,2.845,1847.1,1380.0,1487002.0,8407547.0,91.189,35485.2,3826.31,298.59,309.0,298.59,217.52,301.85
2021-02-03,55.67,2.789,1834.7,1327.0,1707591.0,26521396.0,91.148,37646.8,3830.17,301.85,315.49,301.85,214.36,314.75
2021-02-04,56.19,2.935,1811.55,1327.0,1508366.0,14829300.0,91.52,36982.1,3871.74,314.75,318.25,311.48,187.01,318.16
2021-02-05,56.8,2.863,1808.55,1333.0,1744138.0,13072517.0,91.032,38297.6,3886.83,318.16,324.33,318.16,211.01,321.1
2021-02-08,57.95,2.882,1811.65,1317.0,1018191.0,10064931.0,90.919,46395.7,3915.59,321.1,336.1,321.1,259.78,334.5
2021-02-09,58.34,2.835,1846.55,1306.0,1371817.0,29394308.0,90.429,46508.6,3911.23,334.5,334.5,325.28,225.82,329.41
2021-02-10,58.69,2.911,1843.45,1303.0,1424390.0,15332736.0,90.363,44836.0,3909.88,329.41,335.9,328.52,229.53,335.48
2021-02-11,58.22,2.868,1841.7,1313.0,1437655.0,15415763.0,90.413,47990.7,3916.38,335.48,335.48,323.34,315.89,330.36
2021-02-12,59.5,2.912,1818.0,1339.0,1390147.0,17430005.0,90.47,47371.7,3934.83,330.36,335.38,327.33,162.15,334.99
2021-02-16,60.07,3.129,1823.45,1495.0,1131413.0,15657435.0,90.503,49169.7,3932.59,334.99,346.17,334.99,229.34,342.57
2021-02-17,61.09,3.219,1788.85,1756.0,1294266.0,15737568.0,90.949,52079.2,3931.33,342.57,349.68,341.02,187.4,347.55
2021-02-18,60.4,3.082,1782.8,1770.0,1328321.0,19372553.0,90.6,51582.2,3913.97,347.55,347.55,338.81,174.77,339.66
2021-02-19,59.12,3.069,1773.75,1698.0,1347773.0,17287396.0,90.363,55906.6,3906.71,339.66,346.43,339.61,170.76,345.23
2021-02-22,61.67,2.953,1798.8,1709.0,928295.0,11214317.0,89.999,54111.8,3876.5,345.23,362.24,345.23,261.98,357.22
2021-02-23,61.66,2.879,1809.5,1727.0,1265920.0,13847390.0,90.167,48911.2,3881.37,357.22,364.2,348.27,271.62,362.97
2021-02-24,63.21,2.854,1807.25,1709.0,1468277.0,17651416.0,90.17,49697.5,3925.43,362.97,378.11,362.47,290.99,376.2
2021-02-25,63.43,2.777,1792.1,1700.0,1472948.0,19268160.0,90.135,46928.5,3829.34,376.2,379.3,366.33,257.42,368.66
2021-02-26,61.55,2.771,1765.1,1675.0,1456668.0,19953333.0,90.882,46345.6,3811.15,368.66,368.66,349.88,281.66,360.19
2021-03-01,60.54,2.777,1746.95,1651.0,979570.0,15000982.0,91.036,49595.5,3901.82,360.19,374.61,360.19,216.49,369.47
2021-03-02,59.7,2.839,1728.5,1673.0,962391.0,27637629.0,90.79,48424.2,3870.29,369.47,373.58,367.12,193.2,367.31
2021-03-03,61.33,2.816,1727.05,1763.0,1461131.0,23080442.0,90.942,50395.1,3819.72,367.31,381.19,367.31,233.57,372.55
2021-03-04,63.81,2.746,1710.05,1779.0,1496144.0,26388780.0,91.644,48428.0,3768.47,372.55,388.64,372.55,355.28,381.76
2021-03-05,66.08,2.701,1696.05,1829.0,1478000.0,25540480.0,91.99,48792.5,3841.94,381.76,397.18,381.76,373.45,396.54
2021-03-08,65.03,2.664,1694.45,1853.0,962567.0,21078338.0,92.334,52311.0,3821.35,396.54,402.05,391.35,272.17,397.13
2021-03-09,64.02,2.662,1702.85,1901.0,1360287.0,21633917.0,91.964,54879.0,3875.44,397.13,400.56,387.92,257.8,389.54
2021-03-10,64.45,2.692,1711.5,1980.0,1560821.0,26762906.0,91.828,55851.9,3898.81,389.54,401.39,389.01,244.24,399.8
2021-03-11,66.02,2.668,1736.35,1970.0,1578659.0,26002556.0,91.418,57799.5,3939.34,399.8,406.81,399.28,199.33,400.11
2021-03-12,65.59,2.6,1703.85,1960.0,1615986.0,30699143.0,91.678,57265.1,3943.34,400.11,404.35,397.84,168.56,400.82
2021-03-15,65.36,2.484,1727.9,1983.0,1127610.0,29633225.0,91.852,55791.3,3968.94,400.82,400.82,391.28,183.55,395.81
2021-03-16,64.82,2.562,1732.3,2017.0,1566834.0,25585143.0,91.88,56889.7,3962.71,395.81,395.81,382.39,211.46,384.62
2021-03-17,64.55,2.528,1736.95,2105.0,1784203.0,31215577.0,91.435,58913.5,3974.12,384.62,389.49,380.45,200.41,388.23
2021-03-18,59.95,2.481,1734.1,2215.0,1845811.0,30448507.0,91.87,57656.0,3915.46,388.23,388.23,368.64,256.43,370.06
2021-03-19,61.43,2.535,1737.2,2281.0,1854492.0,36562244.0,91.925,58088.0,3913.1,370.06,376.16,365.24,425.86,370.11
2021-03-22,61.48,2.582,1733.4,2319.0,1359270.0,42562964.0,91.741,54158.3,3940.59,370.11,370.63,365.91,195.33,366.39
2021-03-23,57.75,2.508,1739.25,2271.0,1682303.0,39549562.0,92.347,54452.5,3910.52,366.39,369.3,356.95,250.68,361.4
2021-03-24,61.12,2.518,1734.05,2194.0,2108535.0,42855305.0,92.53,52325.4,3889.14,361.4,375.29,361.4,206.31,370.51
2021-03-25,58.47,2.57,1729.2,2172.0,2160764.0,49935640.0,92.826,51322.3,3909.52,370.51,372.77,358.47,210.89,371.44
2021-03-26,60.93,2.557,1727.85,2178.0,2119199.0,56886425.0,92.775,55036.1,3974.54,371.44,381.49,371.44,201.48,381.18
2021-03-29,61.49,2.586,1723.95,2162.0,1472820.0,42461397.0,92.956,57616.2,3971.09,381.18,381.18,371.93,161.77,376.37
2021-03-30,60.55,2.623,1696.7,2103.0,1867283.0,40028123.0,93.321,58771.3,3958.55,376.37,377.0,370.42,147.38,373.35
2021-03-31,59.19,2.608,1685.35,2046.0,2266566.0,56969613.0,93.236,58763.7,3972.89,373.35,373.82,369.07,171.68,369.89
2021-04-01,61.41,2.639,1715.85,2072.0,2341380.0,62036691.0,92.947,58718.3,4019.87,369.89,379.77,369.89,235.55,379.71
2021-04-06,59.34,2.456,1731.05,2092.0,1902487.0,48079128.0,92.348,57996.3,4073.94,370.57,377.47,369.24,172.36,369.6
2021-04-07,59.77,2.52,1736.0,2127.0,2175987.0,55831310.0,92.472,55948.7,4079.95,369.6,372.77,368.63,157.86,371.23
2021-04-08,59.61,2.522,1743.7,2088.0,2757290.0,70898131.0,92.069,58077.4,4097.17,371.23,371.23,362.16,175.68,366.17
2021-04-09,59.29,2.526,1747.95,2085.0,2388772.0,65081172.0,92.16,58118.7,4128.8,366.17,369.25,362.24,151.43,364.35
2021-04-12,59.7,2.561,1741.55,2145.0,1936575.0,54681377.0,92.144,59863.8,4127.99,364.35,369.59,359.86,154.08,360.91
2021-04-13,60.2,2.619,1728.1,2140.0,2497681.0,59292983.0,91.844,63540.9,4141.59,360.91,363.37,357.94,149.15,361.26
2021-04-14,63.15,2.618,1743.3,2178.0,2625957.0,56413433.0,91.674,62980.4,4124.66,361.26,376.4,361.26,212.53,371.78
2021-04-15,63.42,2.658,1748.0,2323.0,2611603.0,56646980.0,91.618,63216.0,4170.42,371.78,371.78,367.04,157.45,368.5
2021-04-16,63.16,2.68,1766.45,2385.0,2725973.0,53632284.0,91.544,61379.7,4185.47,368.5,371.96,364.07,156.7,365.19
2021-04-19,63.33,2.749,1788.4,2432.0,2158705.0,46163724.0,91.05,55646.1,4163.26,365.19,368.8,361.58,146.05,364.98
2021-04-20,62.61,2.727,1765.5,2472.0,2709765.0,38788101.0,91.227,56483.2,4134.94,364.98,364.98,351.83,197.65,355.26
2021-04-21,61.34,2.692,1781.05,2710.0,2826491.0,55544658.0,91.129,53820.2,4173.42,355.26,361.14,349.33,179.9,360.5
2021-04-22,61.45,2.749,1785.65,2750.0,2847272.0,68544117.0,91.321,51729.5,4134.98,360.5,361.13,354.69,193.04,355.42
2021-04-23,62.18,2.73,1785.3,2788.0,2850401.0,57731970.0,90.839,51143.6,4180.17,355.42,360.25,353.97,152.42,358.74
2021-04-26,62.02,2.79,1779.65,2808.0,2110124.0,51736089.0,90.78,54020.5,4187.62,358.74,363.71,358.2,149.83,361.03
2021-04-27,63.03,2.873,1780.9,2889.0,2656677.0,60387183.0,90.892,55036.5,4186.72,361.03,366.81,360.98,168.08,365.57
2021-04-28,63.81,2.925,1764.15,2957.0,2852153.0,76698664.0,90.593,54841.4,4183.18,365.57,379.38,365.57,214.2,377.8
2021-04-29,65.0,2.911,1774.65,3007.0,2819798.0,76599153.0,90.593,53560.8,4211.47,377.8,386.6,377.46,196.57,381.98
2021-04-30,63.5,2.931,1768.8,3053.0,2744151.0,78035081.0,91.27,57720.3,4181.17,381.98,381.98,371.27,202.6,371.6
2021-05-04,65.72,2.967,1784.95,3157.0,2524722.0,55826101.0,91.275,53741.5,4164.66,382.43,385.66,378.34,207.32,382.51
2021-05-05,65.63,2.938,1778.05,3266.0,2632191.0,63350487.0,91.293,57441.3,4167.59,382.51,396.35,382.51,175.88,395.24
2021-05-06,64.73,2.928,1793.15,3212.0,2714979.0,74498845.0,90.936,56405.4,4201.62,395.24,397.23,387.87,198.29,397.15
2021-05-07,64.96,2.958,1820.5,3183.0,2591153.0,81323524.0,90.216,57337.2,4232.6,397.15,405.02,392.03,220.45,404.65
2021-05-10,64.92,2.932,1834.15,3240.0,1906299.0,67540803.0,90.185,55848.9,4188.43,404.65,415.73,404.34,223.17,404.45
2021-05-11,65.31,2.955,1837.15,3254.0,2306458.0,75531294.0,90.124,56695.7,4152.1,404.45,404.45,390.97,232.71,394.09
2021-05-12,65.96,2.969,1833.6,3139.0,2359998.0,83136660.0,90.686,49384.2,4063.04,394.09,405.98,392.69,244.47,394.33
2021-05-13,63.82,2.973,1814.3,3077.0,2249789.0,82479570.0,90.735,49704.6,4112.5,394.33,396.42,384.24,201.36,389.01
2021-05-14,65.32,2.961,1833.5,2939.0,2216603.0,81890922.0,90.318,49839.8,4173.85,389.01,402.62,389.01,199.86,401.29
2021-05-17,66.24,3.109,1848.45,2856.0,1652883.0,82471716.0,90.142,43541.3,4163.29,401.29,410.66,399.3,202.54,410.53
2021-05-18,65.49,3.012,1867.4,2795.0,1930011.0,84815087.0,89.734,42897.3,4127.83,410.53,410.81,399.13,209.22,399.72
2021-05-19,63.28,2.964,1860.0,2801.0,2086396.0,86664450.0,90.191,36720.5,4115.68,399.72,399.72,384.66,208.59,389.63
2021-05-20,61.95,2.925,1869.35,2824.0,1932511.0,104589266.0,89.795,40717.2,4159.12,389.63,390.94,383.89,171.68,389.17
2021-05-21,63.61,2.906,1877.65,2869.0,1931116.0,93147716.0,90.005,37297.4,4155.86,389.17,395.53,389.17,160.17,389.91
2021-05-24,66.13,2.886,1876.85,2881.0,1385838.0,86644826.0,89.838,38750.6,4197.05,389.91,394.67,388.29,196.04,393.76
2021-05-25,66.27,2.913,1882.8,2809.0,1629337.0,114352640.0,89.628,38378.3,4188.13,393.76,393.76,385.13,198.74,385.73
2021-05-26,66.41,2.984,1904.3,2754.0,1750949.0,112416964.0,90.03,39249.2,4195.99,385.73,390.5,384.31,182.23,389.32
2021-05-27,66.87,2.958,1895.05,2688.0,1710730.0,102707212.0,89.959,38417.3,4200.88,389.32,394.19,387.05,274.89,389.54
2021-05-28,66.31,2.986,1892.45,2596.0,1542754.0,102739402.0,89.993,35662.5,4204.11,389.54,391.44,388.0,148.13,389.82
2021-06-01,67.8,3.104,1907.7,2568.0,1420473.0,117182803.0,89.819,36687.6,4202.04,389.82,405.73,389.82,277.18,405.14
2021-06-02,68.79,3.075,1895.9,2530.0,1483899.0,124397945.0,89.901,37555.8,4208.12,405.14,414.11,402.68,242.15,412.19
2021-06-03,68.81,3.041,1892.15,2472.0,1514657.0,110251917.0,90.501,39187.3,4192.85,412.19,415.63,408.17,240.07,413.47
2021-06-04,69.57,3.097,1869.55,2438.0,1286678.0,120591245.0,90.133,36851.3,4229.89,413.47,417.76,410.09,172.27,415.85
2021-06-07,69.21,3.07,1882.05,2428.0,980630.0,95208064.0,89.946,33578.0,4226.52,415.85,418.44,413.72,137.93,414.25
2021-06-08,70.11,3.128,1892.05,2420.0,1124573.0,103160263.0,90.076,33382.9,4227.26,414.25,418.81,408.19,189.84,417.89
2021-06-09,69.9,3.129,1890.45,2481.0,1284999.0,117325441.0,90.121,37332.2,4219.55,417.89,421.03,415.42,185.48,415.56
2021-06-10,70.34,3.149,1882.0,2669.0,1380815.0,120942423.0,90.078,36649.4,4239.18,415.56,423.12,410.86,184.82,415.02
2021-06-11,71.0,3.296,1891.95,2857.0,1281547.0,111570121.0,90.55,37314.6,4247.44,415.02,418.72,413.1,146.62,413.47
2021-06-14,70.94,3.352,1859.75,2944.0,937014.0,87726630.0,90.475,40529.4,4255.15,413.47,417.7,408.71,169.68,411.85
2021-06-15,72.06,3.24,1863.85,3025.0,1129300.0,121244361.0,90.502,40156.1,4246.59,411.85,421.03,411.85,182.07,420.34
2021-06-16,72.03,3.251,1858.1,3176.0,1211716.0,130655690.0,91.208,38336.0,4223.7,420.34,422.76,414.42,202.46,418.31
2021-06-17,71.06,3.253,1806.75,3267.0,1191504.0,143984706.0,91.873,38052.0,4221.86,418.31,420.41,398.6,254.9,403.71
2021-06-18,71.64,3.215,1792.35,3218.0,1234121.0,132447665.0,92.209,35749.4,4166.45,403.71,403.71,391.77,317.94,391.92
2021-06-21,73.64,3.191,1782.45,3190.0,893148.0,132209640.0,91.881,31692.0,4224.79,391.92,409.4,391.92,194.94,408.73
2021-06-22,73.15,3.258,1779.1,3119.0,1130063.0,135041176.0,91.751,32496.4,4246.44,408.73,413.17,403.58,149.28,411.46
2021-06-23,73.11,3.333,1782.9,3147.0,1327710.0,135474734.0,91.785,33674.3,4241.84,411.46,419.92,411.46,174.36,412.55
2021-06-24,73.31,3.418,1780.2,3175.0,1227928.0,147086802.0,91.795,34665.8,4266.49,412.55,416.47,410.76,141.44,416.07
2021-06-25,74.21,3.496,1783.25,3255.0,1278848.0,132777048.0,91.844,31594.0,4280.7,416.07,418.44,414.98,199.07,418.03
2021-06-28,72.98,3.617,1774.25,3324.0,1000750.0,116497954.0,91.876,34475.9,4290.61,418.03,418.03,402.75,180.34,404.13
2021-06-29,73.14,3.63,1769.6,3418.0,1157201.0,128885389.0,92.041,35834.7,4291.8,404.13,408.8,401.81,145.88,402.1
2021-06-30,73.52,3.65,1757.8,3383.0,1209389.0,116263586.0,92.431,35026.9,4297.5,402.1,408.39,402.1,175.94,407.37
2021-07-01,75.33,3.661,1774.0,3338.0,1348151.0,140060387.0,92.594,33543.6,4319.94,407.37,417.85,407.37,197.06,414.36
2021-07-02,75.37,3.7,1783.5,3285.0,1348356.0,102161462.0,92.413,33813.4,4352.34,414.36,414.95,409.28,127.33,413.52
2021-07-06,73.62,3.637,1807.8,3179.0,1389608.0,97864472.0,92.543,34225.6,4343.54,413.52,413.52,398.71,202.82,400.28
2021-07-07,72.22,3.596,1804.25,3241.0,1429231.0,104261813.0,92.645,33867.8,4358.13,400.28,403.26,389.48,177.61,393.37
2021-07-08,72.98,3.688,1810.25,3281.0,1481390.0,120760986.0,92.406,32866.3,4320.82,393.37,395.12,385.62,168.46,391.55
2021-07-09,74.56,3.674,1803.4,3300.0,1569019.0,82565527.0,92.116,33797.4,4369.55,391.55,400.0,391.55,150.32,399.42
2021-07-12,74.21,3.749,1802.95,3300.0,1365977.0,90596331.0,92.256,33113.0,4384.63,399.42,401.46,392.55,135.94,398.98
2021-07-13,75.24,3.696,1807.85,3228.0,1633527.0,103234553.0,92.759,32728.1,4369.21,398.98,399.7,393.79,133.39,396.15
2021-07-14,73.06,3.66,1813.05,3139.0,1680054.0,115732215.0,92.405,32820.7,4374.3,396.15,401.97,383.11,189.84,384.51
2021-07-15,71.67,3.614,1832.0,3073.0,1783792.0,110381345.0,92.631,31840.5,4360.03,384.51,384.96,377.55,177.06,379.08
2021-07-16,71.76,3.674,1822.0,3039.0,1867096.0,98781197.0,92.687,31394.0,4327.16,379.08,381.78,367.74,191.99,368.6
2021-07-19,66.45,3.779,1803.25,3059.0,1575979.0,92180078.0,92.9,30837.2,4258.63,368.6,368.6,350.69,277.61,355.36
2021-07-20,67.32,3.876,1815.3,3053.0,1665758.0,99005021.0,92.979,29793.8,4323.21,355.36,363.92,352.91,208.9,360.26
2021-07-21,70.26,3.959,1805.9,3058.0,1754346.0,99931555.0,92.759,32131.4,4358.69,360.26,375.89,360.26,209.07,372.98
2021-07-22,72.15,4.003,1797.4,3103.0,1773869.0,121004705.0,92.83,32298.9,4367.48,372.98,372.98,365.8,148.26,368.77
2021-07-23,72.24,4.06,1803.05,3199.0,2149180.0,113266135.0,92.928,33603.3,4411.8,368.77,368.77,363.57,156.5,367.17
2021-07-26,72.15,4.102,1808.15,3210.0,1710147.0,125757929.0,92.651,37276.6,4422.23,367.17,377.64,367.17,163.27,376.34
2021-07-27,71.68,3.971,1797.15,3166.0,1908458.0,126036689.0,92.436,39452.0,4401.46,376.34,376.34,368.41,157.8,372.54
2021-07-28,72.37,4.044,1799.3,3154.0,2014949.0,127367136.0,92.317,40003.2,4400.65,372.54,379.04,370.48,151.17,376.15
2021-07-29,73.62,4.059,1819.45,3214.0,2039100.0,140276516.0,91.871,40001.4,4419.15,376.15,382.26,376.15,144.32,379.67
2021-07-30,73.93,3.914,1828.25,3292.0,2269504.0,125265013.0,92.188,42203.4,4395.26,379.67,379.96,371.01,190.05,372.99
2021-08-02,71.31,3.935,1807.55,3282.0,1819023.0,108195031.0,92.065,39168.4,4387.11,372.99,382.5,369.98,180.96,370.33
2021-08-03,70.64,4.027,1809.7,3281.0,1980230.0,154907072.0,92.088,38130.3,4423.15,370.33,377.44,365.84,184.66,377.11
2021-08-04,68.19,4.158,1812.45,3318.0,2106534.0,137634485.0,92.274,39736.9,4402.68,377.11,377.11,365.95,215.49,366.06
2021-08-05,69.1,4.14,1811.2,3376.0,2143243.0,117899772.0,92.252,40867.2,4429.1,366.06,374.98,366.06,163.95,370.75
2021-08-06,68.26,4.14,1799.45,3371.0,2539155.0,113298790.0,92.8,42795.4,4436.52,370.75,376.69,370.75,137.02,374.19
2021-08-09,66.56,4.06,1741.5,3371.0,2037495.0,115278450.0,92.938,46284.3,4432.35,374.19,374.19,366.21,147.57,368.66
2021-08-10,68.33,4.089,1729.55,3375.0,2018771.0,118879908.0,93.055,45593.8,4436.75,368.66,375.94,368.66,157.81,375.0
2021-08-11,69.3,4.059,1734.05,3410.0,2267937.0,116703436.0,92.918,45564.3,4447.7,375.0,378.51,371.89,138.33,377.82
2021-08-12,69.12,3.933,1755.5,3503.0,2212314.0,97085881.0,93.038,44403.4,4460.84,377.82,378.12,371.67,120.75,375.97
2021-08-13,68.36,3.861,1757.65,3566.0,2493911.0,107863076.0,92.512,47809.1,4468.0,375.97,375.97,370.69,128.51,371.14
2021-08-16,67.44,3.946,1775.75,3606.0,2100981.0,117121623.0,92.619,45996.3,4479.66,371.14,371.14,361.56,156.2,364.35
2021-08-17,66.5,3.837,1794.05,3657.0,2118755.0,116934813.0,93.145,44691.6,4448.08,364.35,366.54,357.65,152.48,361.0
2021-08-18,65.36,3.852,1788.1,3833.0,2265990.0,112774861.0,93.144,44723.8,4400.27,361.0,362.42,351.94,161.71,352.34
2021-08-19,63.69,3.83,1788.2,3976.0,2221010.0,106915710.0,93.588,46755.9,4405.8,352.34,352.34,338.39,246.42,342.99
2021-08-20,62.25,3.851,1782.95,4092.0,2442986.0,108104850.0,93.508,49324.0,4441.67,342.99,346.05,338.73,168.45,343.95
2021-08-23,65.65,3.945,1786.9,4147.0,2175638.0,95762567.0,92.971,49539.7,4479.54,343.95,357.84,343.95,166.91,356.92
2021-08-24,67.5,3.896,1802.95,4201.0,2142649.0,126292926.0,92.901,47714.7,4486.23,356.92,364.4,356.92,156.91,362.68
